Best Fitness, Average Fitness
0.2122521653680973, 0.06336656817459616
0.2122521653680973, 0.10277458295360542
0.25664153135723095, 0.13092384178012317
0.34661791987251295, 0.18402938825850645
0.5733452286607051, 0.2641080830512951
